f1,precision,recall,accuracy,executionTime,appTest
0.9507848960543063,0.9572832123024348,0.9443742098609356,0.9727539635936583,0:00:01.302295,0
0.752504738694828,0.6032125027132624,1.0,0.897106833277046,0:00:02.050699,1
0.17092160057939526,0.09344684220946348,1.0,0.21241830065359477,0:00:01.324925,2
0.5506391347099311,0.37991858887381275,1.0,0.8385871964679912,0:00:01.509588,3
0.6429200352197231,0.47678974237207644,0.9867321867321868,0.6060927152317881,0:00:01.390929,4
0.6679646017699115,0.5133995374778941,0.9556849835401368,0.6143884892086331,0:00:01.262138,5
0.7294915254237289,0.5741728922091782,1.0,0.8914384182840559,0:00:01.506705,6
0.7736090138227436,0.8318760929303023,0.7229700390794616,0.825592841163311,0:00:01.332771,7
0.23061889250814335,0.13033873343151695,1.0,0.26948453608247425,0:00:00.883291,8
