f1,precision,recall,accuracy,executionTime,appTest
0.3161971830985915,0.961456102783726,0.18921196797302992,0.7719318849089841,0:00:01.525513,0
0.7521992150493978,0.602819956616052,1.0,0.8969379714060565,0:00:02.565666,1
0.262404447533009,0.15101583746600544,1.0,0.5436016511867905,0:00:01.794270,2
0.5455431076473454,0.3750837240455459,1.0,0.8352317880794702,0:00:01.956182,3
0.669500708510461,0.5066229342752617,0.9867321867321868,0.6498896247240619,0:00:01.940530,4
0.4216959511077158,0.5315870570107858,0.3494555583692074,0.6109969167523125,0:00:01.663191,5
0.6408109299250772,0.49726402188782487,0.9008674101610905,0.8521676038454562,0:00:01.907063,6
0.34234234234234234,0.8473413379073756,0.21450282240555796,0.6603131991051454,0:00:01.701685,7
0.24994116262650035,0.14281871974179666,1.0,0.34288659793814436,0:00:01.220082,8
