f1Train,precisionTrain,recallTrain,f1Test,precisionTest,recallTest,executionTime,appTest
0.5165364911396657,0.38515104453684684,0.7839698159384082,0.5474759615384616,0.9539267015706806,0.3839022334597556,0:04:13.747209,0
0.4633549091476253,0.3307724853586301,0.7733236151603499,0.5901221455124801,0.41856260358595754,1.0,0:02:36.753710,1
0.5685310498720996,0.45977112676056336,0.7446889406397035,0.18744421303183575,0.10341431385423507,1.0,0:02:18.192424,2
0.5119110640550555,0.39089462115661555,0.7414578041884315,0.5314652101638566,0.36190168175937903,1.0,0:03:46.478150,3
0.47619226225081107,0.35856303660189787,0.7086798771978788,0.642668586513079,0.47651245551601423,0.9867354458364038,0:02:40.567787,4
0.5034626287272597,0.37217506631299735,0.7778578556380974,0.5739266898329782,0.5147798109792882,0.6484295845997974,0:03:43.505329,5
0.4975164888852699,0.3722522785982356,0.7498404594767071,0.6145357686453577,0.4435594616863499,1.0,0:03:23.532528,6
0.5067592524192952,0.37315056570931243,0.7894131185270425,0.527090694935218,0.818847209515096,0.38862353452019105,0:02:51.957387,7
0.5368222552275421,0.41811375688884267,0.7496620834304358,0.20098410295230887,0.11171891436987166,1.0,0:03:01.716381,8
